|text|score
2519|the trashy teensleaze equivalent of showgirls|0.0
2520|the tuxedo wasnt just bad  it was  as my friend david cross would call it  hungryman portions of bad|0.0
2521|the best way to describe it is as a cross between paul thomas andersons magnolia and david lynchs mulholland dr|1.0
2522|an artsploitation movie with too much exploitation and too little art|0.0
2523|it may not be as cutting  as witty or as true as back in the glory days of weekend and two or three things i know about her  but who else engaged in filmmaking today is so cognizant of the cultural and moral issues involved in the process|1.0
2524|one cant shake the feeling that crossroads is nothing more than an hourandahalflong commercial for britneys latest album|0.0
2525|majidi makes us think twice about immigrants we see around us every day|1.0
2526|o fantasma is boldly  confidently orchestrated  aesthetically and sexually  and its impact is deeply and rightly disturbing|1.0
2527|all ms  jovovich  as the sanctified heroine  has to do is look radiant  grimly purposeful and mildly alarmed while forcing open doors  wielding wrenches and fleeing monsters|0.0
2528|one of those movies where you walk out of the theater not feeling cheated exactly  but feeling pandered to  which  in the end  might be all the more infuriating|0.0
2529|as a thoughtful and unflinching examination of an alternative lifestyle  sex with strangers is a success|1.0
2530|a quasidocumentary by french filmmaker karim dridi that celebrates the hardy spirit of cuban music|1.0
2531|scherfig  the writerdirector  has made a film so unabashedly hopeful that it actually makes the heart soar  yes  soar|1.0
2532|theres an energy to y tu mam tambin  much of it comes from the brave  uninhibited performances by its lead actors|1.0
2533|a movie thats about as overbearing and overthetop as the family it depicts|0.0
2534|if villainous vampires are your cup of blood  blade 2 is definitely a cut above the rest|1.0
2535|able to provide insight into a fascinating part of theater history|1.0
2536|involves two mysteries  one it gives away and the other featuring such badly drawn characters that its outcome hardly matters|0.0
2537|fresnadillo has something serious to say about the ways in which extravagant chance can distort our perspective and throw us off the path of good sense|1.0
2538|at its best  its black hawk down with more heart  at its worst  its rambo meetsjohn ford|0.0
2539|the humor is forced and heavyhanded  and occasionally simply unpleasant|0.0
2540|one of the most plain  unimaginative romantic comedies ive ever seen|0.0
2541|a particularly joyless  and exceedingly dull  period comingofage tale|0.0
2542|will you go ape over this movie  well  it probably wont have you swinging from the trees hooting its praises  but its definitely worth taking a look|1.0
2543|exactly what its title implies  lusty  boisterous and utterly charming|1.0
2544|the hardtopredict and absolutely essential chemistry between the downtoearth bullock and the nonchalant grant proves to be sensational  and everything meshes in this elegant entertainment|1.0
2545|creates a visceral sense of its characters lives and conflicted emotions that carries it far above    what could have been a melodramatic  lifetime channelstyle anthology|1.0
2546|in questioning the election process  payami graphically illustrates the problems of fledgling democracies  but also the strength and sense of freedom the iranian people already possess  with or without access to the ballot box|1.0
2547|weighted down with slow  uninvolving storytelling and flat acting|0.0
2548|the films most improbable feat  it didnt go straight to video|0.0
2549|becomes a fascinating study of isolation and frustration that successfully recreates both the physical setting and emotional tensions of the papin sisters|1.0
2550|not only does the movie fail to make us part of its reality  it fails the most basic relevancy test as well|0.0
2551|the culmination of everyones efforts is given life when a selection appears in its final form in  last dance|1.0
2552|frequent flurries of creative belly laughs and genuinely enthusiastic performances    keep the movie slaloming through its hackneyed elements with enjoyable ease|1.0
2553|the film is a verbal duel between two gifted performers|1.0
2554|the passions aroused by the discord between old and new cultures are set against the strange  stark beauty of the mideast desert  so lovingly and perceptively filmed that you can almost taste the desiccated air|1.0
2555|memorable for a peculiar malaise that renders its tension flaccid and  by extension  its surprises limp and its resolutions ritual|0.0
2556|light  cute and forgettable|1.0
2557|dull  a roadtrip movie thats surprisingly short of both adventure and song|0.0
2558|red dragon  never cuts corners|1.0
2559|chos face is an amazing slapstick instrument  creating a scrapbook of living mug shots|1.0
2560|impostor is a step down for director gary fleder|0.0
2561|a work of the utmost subtlety and perception  it marks the outstanding feature debut of writerdirector eric byler  who understands the power of the implicit and the virtues of simplicity and economy|1.0
2562|moonlight mile doesnt quite go the distance but the cast is impressive and they all give life to these broken characters who are trying to make their way through this tragedy|1.0
2563|the lousy john q all but spits out denzel washingtons fine performance in the title role|0.0
2564|technically  the film is about as interesting as an insurance commercial|0.0
2565|the characters are never more than sketches    which leaves any true emotional connection or identification frustratingly out of reach|0.0
2566|ultimately  in the history of the academy  people may be wondering what all that jazz was about  chicago  in 2002  zellwegers whiny poutylipped poof faced and spindly attempt at playing an ingenue makes her nomination as best actress even more of a an a|0.0
2567|birot creates a drama with such a welldefined sense of place and age  as in  15 years old  that the torments and angst become almost as operatic to us as they are to her characters|1.0
2568|its better than midrange steven seagal  but not as sharp as jet li on rollerblades|0.0
2569|a delightful stimulus for the optic nerves  so much that its forgivable that the plot feels like every other tale of a totalitarian tomorrow|1.0
2570|serviceable at best  slightly less than serviceable at worst|0.0
2571|the story and the friendship proceeds in such a way that youre watching a soap opera rather than a chronicle of the ups and downs that accompany lifelong friendships|0.0
2572|nicholas nickleby  is a perfect family film to take everyone to since theres no new  a christmas carol  out in the theaters this year  charlie hunnam has the twinkling eyes  repressed smile and determined face needed to carry out a dickensian hero|1.0
2573|terrific casting and solid execution give all three stories life|1.0
2574|young everlyn sampi  as the courageous molly craig  simply radiates starpower potential in this remarkable and memorable film|1.0
2575|the movie obviously seeks to recreate the excitement of such 50s flicks as jules vernes 20  000 leagues under the sea and the george pal version of h  g  wells the time machine   but its storytelling prowess and special effects are both listless|0.0
2576|in other words  its just another sports dramacharacter study  yet this one makes up for in heart what it lacks in outright newness  plus  like i already mentioned    its robert duvall  cmon|1.0
2577|a bodiceripper for intellectuals|1.0
2578|at a time when weve learned the hard way just how complex international terrorism is  collateral damage paints an absurdly simplistic picture|0.0
2579|its a bad thing when a movie has about as much substance as its end credits blooper reel|0.0
2580|is not so much a work of entertainment as it is a unique  wellcrafted psychological study of grief|1.0
2581|one of the years most weirdly engaging and unpredictable character pieces|1.0
2582|with its hint of an awkward hitchcockian theme in tact  harmons daunting narrative promotes a reasonable landscape of conflict and pathos to support the scattershot terrorizing tone|1.0
2583|would be an unendurable viewing experience for this ultraprovincial new yorker if 26yearold reese witherspoon were not on hand to inject her pure fantasy character  melanie carmichael  with a massive infusion of oldfashioned hollywood magic|1.0
2584|damon brings the proper conviction to his role as jason bourne|1.0
2585|its like an old warner bros  costumer jived with sex  this could be the movie errol flynn always wanted to make  though bette davis  cast as joan  would have killed him|1.0
2586|evokes the 19th century with a subtlety that is an object lesson in period filmmaking|1.0
2587|always destined to be measured against anthony asquiths acclaimed 1952 screen adaptation|0.0
2588|its a frightful vanity film that  no doubt  pays off what debt miramax felt they owed to benigni|0.0
2589|gets the look and the period trappings right  but it otherwise drowns in a sea of visual and verbal clichs|0.0
2590|cacoyannis is perhaps too effective in creating an atmosphere of dustcaked stagnation and labored gentility|0.0
2591|it tries too hard  and overreaches the logic of its own world|0.0
2592|transforms one of shakespeares deepest tragedies into a smart new comedy|1.0
2593|ultimately    the movie is too heady for children  and too preachy for adults|0.0
2594|sexy and romantic|1.0
2595|it would be interesting to hear from the other side  but in talk to her  the women are down for the count|1.0
2596|douglas mcgraths nicholas nickleby does dickens as it should be done cinematically|1.0
2597|despite all the talking  by the time the bloody climax arrives we still dont feel enough of an attachment to these guys to care one way or another|0.0
2598|that death is merely a transition is a common tenet in the worlds religions  this deeply spiritual film taps into the meaning and consolation in afterlife communications|1.0
2599|hugely accomplished slice of hitchcockian suspense|1.0
2600|its sweet  funny  charming  and completely delightful|1.0
2601|may be far from the best of the series  but its assured  wonderfully respectful of its past and thrilling enough to make it abundantly clear that this movie phenomenon has once again reinvented itself for a new generation|1.0
2602|the whole thing succeeded only in making me groggy|0.0
2603|a superbly controlled  passionate adaptation of graham greenes 1955 novel|1.0
2604|a witty  trenchant  wildly unsentimental but flawed look at the ins and outs of modern moviemaking|1.0
2605|rubbos humorously tendentious intervention into the whowroteshakespeare controversy|1.0
2606|could this be the first major studio production shot on video tape instead of film|1.0
2607|even if you have no interest in the ganginfested  eastvs  west coast rap wars  this modern mob music drama never fails to fascinate|1.0
2608|decasia is what has happened already to so many silent movies  newsreels and the like  the unexpected thing is that its dying  in this shower of blackandwhite psychedelia  is quite beautiful|1.0
2609|an unbelievably fun film just a leading man away from perfection|1.0
2610|a return to pure disney magic and is enjoyable family fare|1.0
2611|a limp eddie murphy vehicle that even he seems embarrassed to be part of|0.0
2612|this boisterous comedy serves up a cruel reminder of the fate of hundreds of thousands of chinese  one which can only qualify as a terrible tragedy|1.0
2613|the color sense of stuart little 2 is its most immediate and most obvious pleasure  but it would count for very little if the movie werent as beautifully shaped and as delicately calibrated in tone as it is|1.0
2614|sandra nettelbeck beautifully orchestrates the transformation of the chilly  neurotic  and selfabsorbed martha as her heart begins to open|1.0
2615|crackerjack entertainment  nonstop romance  music  suspense and action|1.0
2616|the movie wavers between hallmark card sentimentality and goofy  lifeaffirming moments straight out of a cellular phone commercial|0.0
2617|to show these characters in the act and give them no feelings of remorse  and to cut repeatedly to the flashback of the original rape  is overkill to the highest degree|0.0
2618|in the end  the film feels homogenized and a bit contrived  as if were looking back at a tattered and ugly past with rosetinted glasses|0.0
2619|a chilling tale of one of the great crimes of 20th century france  the murder of two rich women by their servants in 1933|1.0
2620|an overstuffed compendium of teencatholicmovie dogma|0.0
2621|murder by numbers isnt a great movie  but its a perfectly acceptable widget|1.0
2622|a moody  multidimensional love story and scifi mystery  solaris is a thoughtprovoking  haunting film that allows the seeds of the imagination to germinate|1.0
2623|eddie murphy and owen wilson have a cute partnership in i spy  but the movie around them is so often nearly nothing that their charm doesnt do a load of good|0.0
2624|this painfully unfunny farce traffics in tired stereotypes and encumbers itself with complications    that have no bearing on the story|0.0
2625|if divine secrets of the yaya sisterhood suffers from a ploddingly melodramatic structure  it comes to life in the performances|1.0
2626|the tonal shifts are jolting  and though wens messages are profound and thoughtfully delivered  more thorough transitions would have made the film more cohesive|1.0
2627|the somber pacing and lack of dramatic fireworks make green dragon seem more like medicine than entertainment|0.0
2628|the people in jessica are so recognizable and true that  as in real life  were never sure how things will work out|1.0
2629|there is no substitute for onscreen chemistry  and when friel pulls the strings that make williams sink into melancholia  the reaction in williams is as visceral as a gut punch|1.0
2630|one of the best  most understated performances of jack nicholsons career|1.0
2631|a pleasant piece of escapist entertainment|1.0
2632|for those who like quirky  slightly strange french films  this is a must|1.0
2633|claims to sort the bad guys from the good  which is its essential problem|0.0
2634|its a very valuable film|1.0
2635|the premise is in extremely bad taste  and the films supposed insights are so poorly thoughtout and substancefree that even a high school senior taking his or her first psychology class could dismiss them|0.0
2636|all the movies narrative gymnastics cant disguise the fact that its inauthentic at its core and that its story just isnt worth telling|0.0
2637|filmmakers david weissman and bill weber benefit enormously from the cockettes camera craziness  not only did they film performances  but they did the same at home|1.0
2638|stuffy  full of itself  morally ambiguous and nothing to shout about|0.0
2639|as comedic spotlights go  notorious c  h  o  hits all the verbal marks it should|1.0
2640|its grossout gags and colorful set pieces    are of course stultifyingly contrived and too stylized by half  still  it gets the job done  a sleepy afternoon rental|1.0
2641|travels a fascinating arc from hope and euphoria to reality and disillusionment|1.0
2642|a coda in every sense  the pinochet case splits time between a minutebyminute account of the british courts extradition chess game and the regimes talkinghead survivors|1.0
2643|what saves it    and makes it one of the better videogamebased flicks  is that the film acknowledges upfront that the plot makes no sense  such that the lack of linearity is the point of emotional and moral departure for protagonist alice|1.0
2644|it doesnt take a rocket scientist to figure out that this is a mormon family movie  and a sappy  preachy one at that|0.0
2645|with flashbulb editing as cover for the absence of narrative continuity  undisputed is nearly incoherent  an excuse to get to the closing bout    by which time its impossible to care who wins|0.0
2646|no such thing breaks no new ground and treads old turf like a hippopotamus ballerina|0.0
2647|if kaufman kept cameron diaz a prisoner in a cage with her ape  in his latest  hed have them mate|0.0
2648|as a science fiction movie   minority report  astounds|1.0
2649|there are cheesy backdrops  ridiculous action sequences  and many tired jokes about men in heels|0.0
2650|a dream cast of solid female talent who build a seamless ensemble  there isnt a weak or careless performance amongst them|1.0
2651|a pale xerox of other  better crime movies|0.0
2652|the komediant is a tale worth catching|1.0
2653|a beguiling evocation of the quality that keeps dickens evergreen  the exuberant openness with which he expresses our most basic emotions|1.0
2654|the search for redemption makes for a touching love story  mainly because blanchett and ribisi compellingly tap into a spiritual aspect of their characters suffering|1.0
2655|despite the films shortcomings  the stories are quietly moving|1.0
2656|an energetic  violent movie with a momentum that never lets up|1.0
2657|a deliciously nonsensical comedy about a city coming apart at its seams|1.0
2658|surprisingly insightful|1.0
2659|whether jason x is this bad on purpose is never clear  but one things for sure  it never comes close to being either funny or scary|0.0
2660|seems content to dogpaddle in the mediocre end of the pool  and its a sad  sick sight|0.0
2661|the venezuelans say things like  si  pretty much  and  por favor  go home  when talking to americans  thats muy loco  but no more ridiculous than most of the rest of  dragonfly|0.0
2662|each of these stories has the potential for touched by an angel simplicity and sappiness  but thirteen conversations about one thing  for all its generosity and optimism  never resorts to easy feelgood sentiments|1.0
2663|majidis poetic love story is a ravishing consciousnessraiser  if a bit draggy at times|1.0
2664|secret ballot is too contemplative to be really funny|0.0
2665|even if it is generally amusing from time to time  i spy has all the same problems the majority of action comedies have|0.0
2666|a real audiencepleaser that will strike a chord with anyone whos ever waited in a doctors office  emergency room  hospital bed or insurance company office|1.0
2667|a truly moving experience  and a perfect example of how art  when done right  can help heal  clarify  and comfort|1.0
2668|it is parochial  accessible to a chosen few  standoffish to everyone else  and smugly suggests a superior moral tone is more important than filmmaking skill|0.0
2669|the inherent limitations of using a video game as the source material movie are once again made all too clear in this schlocky horroraction hybrid|0.0
2670|the main characters are simply named the husband  the wife and the kidnapper  emphasizing the disappointingly generic nature of the entire effort|0.0
2671|if the man from elysian fields is doomed by its smallness  it is also elevated by itthe kind of movie that you enjoy more because youre one of the lucky few who sought it out|1.0
2672|the dangerous lives of altar boys take on adolescence feels painfully true|1.0
2673|a picture that extols the virtues of comradeship and community in a spunky  spirited fashion|1.0
2674|as hugh grant says repeatedly throughout the movie  lovely  brilliant|1.0
2675|the problem is that for the most part  the film is deadly dull|0.0
2676|slap her  shes not funny  no french people were harmed during the making of this movie  but they were insulted and the audience was put through torture for an hour and a half|0.0
2677|ramsay is clearly extraordinarily talented  and based on three short films and two features  heres betting her third feature will be something to behold|1.0
2678|though the aboriginal aspect lends the ending an extraordinary poignancy  and the story itself could be played out in any working class community in the nation|1.0
2679|a wellintentioned effort thats still too burdened by the actors offbeat sensibilities for the earnest emotional core to emerge with any degree of accessibility|0.0
2680|audiard successfully maintains suspense on different levels throughout a film that is both gripping and compelling|1.0
2681|nothing debases a concept comedy quite like the grinding of bad ideas  and showtime is crammed full of them|0.0
2682|the increasingly diverse french director has created a film that one can honestly describe as looking  sounding and simply feeling like no other film in recent history|1.0
2683|colorful and deceptively buoyant until it suddenly pulls the rug out from under you  burkinabe filmmaker dani kouyates reworking of a folk story whose roots go back to 7thcentury oral traditions is also a pointed political allegory|1.0
2684|in its ragged  cheap and unassuming way  the movie works|1.0
2685|like smoke signals  the film is also imbued with strong themes of familial ties and spirituality that are powerful and moving without stooping to base melodrama|1.0
2686|i was hoping that it would be sleazy and fun  but it was neither|0.0
2687|a terrific date movie  whatever your orientation|1.0
2688|authentic  and at times endearing  humorous  spooky  educational  but at other times as bland as a block of snow|0.0
2689|hill looks to be going through the motions  beginning with the pale script|0.0
2690|its a loathsome movie  it really is and it makes absolutely no sense|0.0
2691|chos timing is priceless|1.0
2692|seems even more uselessly redundant and shamelessly moneygrubbing than most thirdrate horror sequels|0.0
2693|serving sara is little more than a mall movie designed to kill time|0.0
2694|if this holiday movie is supposed to be a gift  somebody unwrapped it early  took out all the good stuff  and left behind the crap  literally|0.0
2695|those same extremes prevent us from taking its message seriously  and the stepford wives mentality doesnt work in a modern context|0.0
2696|a new film from bill plympton  the animation master  is always welcome|1.0
2697|its funny  touching  dramatically forceful  and beautifully shot|1.0
2698|its too long  too repetitive  and takes way too many years to resolve to be a total winner|0.0
2699|ver wiels desperate attempt at wit is lost  leaving the character of critical jim twodimensional and pointless|0.0
2700|a plodding look at the french revolution through the eyes of aristocrats|0.0
2701|films about loss  grief and recovery are pretty valuable these days  seen in that light  moonlight mile should strike a nerve in many|1.0
2702|the inevitable double and triplecrosses arise  but the only drama is in waiting to hear how john malkovichs reedy consigliere will pronounce his next line|0.0
2703|using a stock plot  about a boy injects just enough freshness into the proceedings to provide an enjoyable 100 minutes in a movie theater|1.0
2704|the film was immensely enjoyable thanks to great performances by both steve buscemi and rosario dawson|1.0
2705|initially gripping  eventually cloying pow drama|0.0
2706|the imax screen enhances the personal touch of manual animation|1.0
2707|every note rings false|0.0
2708|wendigo wants to be a monster movie for the arthouse crowd  but it falls into the trap of pretention almost every time|0.0
2709|quite endearing|1.0
2710|javier bardem is one of the few reasons to watch the film  which director gerardo vera has drenched in swoony music and feverpitched melodrama|0.0
2711|enthusiastically taking up the current teen movie concern with bodily functions  walt beckers film pushes all the demographically appropriate comic buttons|0.0
2712|onesided documentary offers simplistic explanations to a very complex situation     stylistically  the movie is a disaster|0.0
2713|has it ever been possible to say that williams has truly inhabited a character  it is now|1.0
2714|spielbergs picture is smarter and subtler than total recall and blade runner  although its plot may prove too convoluted for funseeking summer audiences|1.0
2715|a movie thats just plain awful but still manages to entertain on a guiltypleasure  sobaditsfunny level|1.0
2716|in my opinion  analyze that is not as funny or entertaining as analyze this  but it is a respectable sequel|1.0
2717|rocks standup magic wanes  hopkins  squarely fills the screen  action  mechanical|0.0
2718|an atonal estrogen opera that demonizes feminism while gifting the most sympathetic male of the piece with a nice vomit bath at his wedding|0.0
2719|this is a film living far too much in its own head|0.0
2720|a whole lot foul  freaky and funny|1.0
2721|ofrece una buena oportunidad de cultura  aunque sea condensada  que bien vale la pena aprovechar|1.0
2722|a slowmoving policeprocedural thriller that takes its title all too literally|0.0
2723|occasionally funny  sometimes inspiring  often boring|0.0
2724|despite some strong performances  never rises above the level of a telanovela|0.0
2725|it somehow managed to make its way past my crappola radar and find a small place in my heart|1.0
2726|the tenderness of the piece is still intact|1.0
2727|an authentically vague  but ultimately purposeless  study in total pandemonium|0.0
2728|theres something deeply creepy about never again  a new arrow in schaeffers quiver of ineptitudes|0.0
2729|a few pieces of the film buzz and whir  very little of it actually clicks  the thing just never gets off the ground|0.0
2730|the events of the film are just so weird that i honestly never knew what the hell was coming next|1.0
2731|the makers have forsaken the entertaining elements of the original and  instead  rehash old jokes and leave any life at the doorstep  i like frank the pug  though|0.0
2732|unspeakable  of course  barely begins to describe the plot and its complications  vulgar is too optimistic a title|0.0
2733|both deeply weird and charmingly dear|1.0
2734|many went to see the attraction for the sole reason that it was hot outside and there was air conditioning inside  and i dont think that a  c  will help this movie one bit|1.0
2735|crush is so warm and fuzzy you might be able to forgive its meanspirited second half|1.0
2736|a compelling  gutclutching piece of advocacy cinema that carries you along in a torrent of emotion as it explores the awful complications of one terrifying day|1.0
2737|busy urban comedy is clearly not zhangs forte  his directorial touch is neither light nor magical enough to bring off this kind of whimsy|0.0
2738|here is a vh1 behind the music special that has something a little more special behind it  music that didnt sell many records but helped change a nation|1.0
2739|a compelling allegory about the last days of germanys democratic weimar republic|1.0
2740|pottymouthed enough for pg13  yet not as hilariously raunchy as south park  this strangely schizo cartoon seems suited neither to kids or adults|0.0
2741|there is a general air of exuberance in all about the benjamins thats hard to resist|1.0
2742|what john does is heroic  but we dont condone it   one of the films stars recently said  a tortuous comment that perfectly illustrates the pictures moral schizophrenia|0.0
2743|a rote exercise in both animation and storytelling|0.0
2744|despite the films bizarre developments  hoffman keeps us riveted with every painful nuance  unexpected flashes of dark comedy and the characters gripping humanity|1.0
2745|novak manages to capture a cruelly hilarious vein of black comedy in the situation with his cast of nonactors and a gritty  nobudget approach|1.0
2746|campanella gets the tone just right  funny in the middle of sad in the middle of hopeful|1.0
2747|deuces wild is an encyclopedia of cliches that shoplifts shamelessly from farewelltoinnocence movies like the wanderers and a bronx tale without cribbing any of their intelligence|0.0
2748|a welldone film of a selfreflexive  philosophical nature|1.0
2749|vividly demonstrates that the director of such hollywood blockbusters as patriot games can still turn out a small  personal film with an emotional wallop|1.0
2750|with the exception of some fleetingly amusing improvisations by cedric the entertainer as perrys boss  there isnt a redeeming moment here|0.0
2751|as a tolerable diversion  the film suffices  a triumph  however  it is not|1.0
2752|a painfully leaden film destined for predawn cable television slots|0.0
2753|returning aggressively to his formula of dimwitted comedy and even dimmer characters  sandler  who also executive produces  has made a film that makes previous vehicles look smart and sassy|0.0
2754|martin scorsese cria um espetculo visual que no possui alma  um filme esteticamente belo  mas emocionalmente frio|0.0
2755|the enjoyable undercover brother  a zany mix of saturday night livestyle parody  70s blaxploitation films and goofball action comedy gone wild  dishes out a ton of laughs that everyone can enjoy|1.0
2756|playfully profound    and crazier than michael jackson on the top floor of a skyscraper nursery surrounded by open windows|1.0
2757|ryosuke has created a wry  winning  if languidly paced  meditation on the meaning and value of family|1.0
2758|long before its over  youll be thinking of 51 ways to leave this loser|0.0
2759|theres a disreputable air about the whole thing  and thats what makes it irresistible|1.0
2760|the story itself is actually quite vapid|0.0
2761|quietly engaging|1.0
2762|a solid examination of the male midlife crisis|1.0
2763|digs beyond the usual portrayals of good kids and bad seeds to reveal a more ambivalent set of characters and motivations|1.0
2764|meant to reduce blakes philosophy into a tragic comingofage saga punctuated by bursts of animator todd mcfarlanes superhero dystopia|1.0
2765|i thought my own watch had stopped keeping time as i slogged my way through clockstoppers|0.0
2766|a moving tale of love and destruction in unexpected places  unexamined lives|1.0
2767|feels like pieces a bunch of other  better movies slapped together|0.0
2768|in many ways  reminiscent of 1992s unforgiven which also utilized the scintillating force of its actors to draw out the menace of its sparse dialogue|1.0
2769|the film is moody  oozing  chilling and heartwarming all at once    a twisting  unpredictable  catandmouse thriller|1.0
2770|the story  once it gets rolling  is nothing short of a great one|1.0
2771|its a familiar story  but one that is presented with great sympathy and intelligence|1.0
2772|a fantastic premise anchors this movie  but what it needs is either a more rigid  blair witchstyle commitment to its mockumentary format  or a more straightforward  dramatic treatment  with all the grandiosity that that implies|1.0
2773|happily stays close to the ground in a spare and simple manner and doesnt pummel us with phony imagery or music|1.0
2774|too slow  too boring  and occasionally annoying|0.0
2775|a lyrical metaphor for cultural and personal selfdiscovery and a picaresque view of a littleremembered world|1.0
2776|why make a documentary about these marginal historical figures  wouldnt one about their famous dad  author of death in venice  etc   be more valuable|0.0
2777|as pedestrian as they come|0.0
2778|further proof that the epicenter of cool  beautiful  thoughtprovoking foreign cinema is smackdab in the middle of dubyas axis of evil|1.0
2779|what madonna does here cant properly be called acting  more accurately  its moving and its talking and its occasionally gesturing  sometimes all at once|0.0
2780|bleakly funny  its characters all the more touching for refusing to pity or memorialize themselves|1.0
2781|this is cool  slick stuff  ready to quench the thirst of an audience that misses the summer blockbusters|1.0
2782|bean drops the ball too many times    hoping the nifty premise will create enough interest to make up for an unfocused screenplay|0.0
2783|this mess of a movie is nothing short of a travesty of a transvestite comedy|0.0
2784|like dickens with his passages  mcgrath crafts quite moving scenes throughout his resolutely dramatic variation on the novel|1.0
2785|though frodos quest remains unfulfilled  a hardy group of determined new zealanders has proved its creative mettle|1.0
2786|violent  vulgar and forgettably entertaining|0.0
2787|sadly  garth hasnt progressed as nicely as wayne|0.0
2788|the hypnotic imagery and fragmentary tale explore the connections between place and personal identity|1.0
2789|much of the cast is stiff or just plain bad|0.0
2790|a moving story of determination and the human spirit|1.0
2791|absorbing and disturbing  perhaps more disturbing than originally intended  but a little clarity would have gone a long way|1.0
2792|a touching  smallscale story of family responsibility and care in the community|1.0
2793|its a film with an idea buried somewhere inside its fabric  but never clearly seen or felt|0.0
2794|punitively affirmational parable|0.0
2795|youve already seen heartbreak if youve watched the far superior nurse betty or sunset boulevard  even the unwatchable soapdish is more original|0.0
2796|its the kind of pigeonholeresisting romp that hollywood too rarely provides|1.0
2797|few of the increasingly farfetched events that firsttime writerdirector neil burger follows up with are terribly convincing  which is a pity  considering barrys terrific performance|0.0
2798|a worthwhile way to spend two hours|1.0
2799|it leers  offering next to little insight into its intriguing subject|0.0
2800|there are some fairly unsettling scenes  but they never succeed in really rattling the viewer|0.0
2801|a cop story that understands the medium amazingly well|1.0
2802|nelsons intentions are good  but the end result does no justice to the story itself  its horribly depressing and not very well done|0.0
2803|the inhospitability of the land emphasizes the spare precision of the narratives and helps to give them an atavistic power  as if they were tales that had been handed down since the beginning of time|1.0
2804|call me a coldhearted curmudgeon for not being able to enjoy a mindless action movie  but i believe a movie can be mindless without being the peak of all things insipid|0.0
2805|there are some movies that hit you from the first scene and you know its going to be a trip  igby goes down is one of those movies|1.0
2806|never again swings between false sentiment and unfunny madcap comedy and  along the way  expects the audience to invest in the central relationship as some kind of marriage of true minds|0.0
2807|feels aimless for much of its running time  until late in the film when a tidal wave of plot arrives  leaving questions in its wake|0.0
2808|a poignant and compelling story about relationships  food of love takes us on a bumpy but satisfying journey of the heart|1.0
2809|no such thing is sort of a minimalist beauty and the beast  but in this case the beast should definitely get top billing  robert john burke as the monster horns in and steals the show|0.0
2810|wishywashy|0.0
2811|may lack the pungent bite of its title  but its an enjoyable trifle nonetheless|1.0
2812|watching hanekes film is  aptly enough  a challenge and a punishment  but watching huppert  a great actress tearing into a landmark role  is riveting|1.0
2813|the leads we are given here are simply too bland to be interesting|0.0
2814|at once halfbaked and overheated|0.0
2815|an entertainment so in love with its overinflated mythology that it no longer recognizes the needs of moviegoers for real characters and compelling plots|0.0
2816|supposedly based upon real  or at least soberly reported incidents  the film ends with a large human tragedy  alas  getting there is not even half the interest|0.0
2817|even in this lessthanmagic kingdom  reese rules|0.0
2818|despite its shortcomings  girls cant swim represents an engaging and intimate first feature by a talented director to watch  and its a worthy entry in the french comingofage genre|1.0
2819|a perplexing example of promise unfulfilled  despite many charming moments|0.0
2820|whether seen on a 10inch television screen or at your local multiplex  the edgeofyourseat  educational antics of steve irwin are priceless entertainment|1.0
2821|very solid  very watchable first feature for director peter sheridan|1.0
2822|no amount of good intentions is able to overcome the triviality of the story|0.0
2823|the predominantly amateur cast is painful to watch  so stilted and unconvincing are the performances|0.0
2824|from the opening scenes  its clear that all about the benjamins is a totally formulaic movie|0.0
2825|the real question this movie poses is not who   but why|0.0
2826|despite auteuils performance  its a rather listless amble down the middle of the road  where the thematic ironies are too obvious and the sexual politics too smug|0.0
2827|gai comes closer to any actress i can remember to personifying independence in its purest and  yes  most intimidating form|1.0
2828|the problem with movies about angels is they have a tendency to slip into hokum  a rumor of angels doesnt just slip  it avalanches into forced fuzziness|0.0
2829|hudlin is stuck trying to light a fire with soggy leaves|0.0
2830|the reason we keep seeing the same movie with roughly the same people every year is because so many of us keep going and then  out of embarrassment or stupidity  not warning anyone|0.0
2831|at the bottom rung of the series entries|0.0
2832|director hoffman  his writer and klines agent should serve detention|0.0
2833|ill put it this way  if youre in the mood for a melodrama narrated by talking fish  this is the movie for you|1.0
2834|theres an audience for it  but it could have been funnier and more innocent|0.0
2835|two fairly dull  contrasting and interlocking stories about miserable scandinavian settlers in 18thcentury canada  and yuppie sailboaters in the here and now|0.0
2836|its a mindless action flick with a twist  far better suited to videoviewing than the multiplex|0.0
2837|it does give a taste of the burning man ethos  an appealing blend of countercultural idealism and hedonistic creativity|1.0
2838|makes a joke out of car chases for an hour and then gives us half an hour of car chases|0.0
2839|the vitality of the actors keeps the intensity of the film high  even as the strafings blend together|1.0
2840|the movie is obviously a labour of love so howard appears to have had free rein to be as pretentious as he wanted|0.0
2841|comes across as a relic from a bygone era  and its convolutions    feel silly rather than plausible|0.0
2842|both exuberantly romantic and serenely melancholy  what time is it there  may prove to be tsais masterpiece|1.0
2843|farrell    thankfully manages to outshine the role and successfully plays the foil to williss worldweary colonel|1.0
2844|its all pretty tame  the most offensive thing about the movie is that hollywood expects people to pay to see it|0.0
2845|a funny yet dark and seedy clash of cultures and generations|1.0
